InitialSeparationM,OvertakingSpeedMPS,OncomingSpeedMPS,VehicleBeingOvertakenSpeedMPS,WindSpeedMPS,FrictionCoefficient,RoadCondition,Success
99.9,39.7,16.0,17.8,4.3,0.90,Dry,True
124.0,27.3,13.6,23.5,5.7,0.99,Dry,False
55.6,44.0,22.7,19.7,2.7,0.97,Dry,False
159.9,26.5,7.0,18.2,5.2,0.65,Wet,True
51.1,29.9,2.3,20.1,3.3,0.84,Dry,True
113.3,25.5,0.6,15.1,6.2,0.96,Wet,True
65.7,38.4,17.3,18.6,0.2,0.70,Wet,True
186.0,39.5,22.4,18.8,3.1,0.92,Wet,True
175.1,34.9,11.3,22.0,7.5,0.71,Dry,False
160.7,34.1,9.7,24.6,5.3,0.53,Dry,True
100.9,34.3,26.6,17.4,8.6,0.83,Wet,True
137.4,36.7,15.8,23.3,9.9,0.59,Wet,False
149.4,37.3,3.0,18.7,0.8,0.74,Dry,True
180.3,32.0,6.1,17.0,2.8,0.81,Dry,True
188.1,40.4,19.2,17.0,3.5,0.65,Wet,True
54.4,38.1,6.9,21.5,7.1,0.98,Wet,True
117.7,40.3,29.5,17.0,2.5,0.80,Dry,False
55.1,43.4,27.3,20.2,8.8,0.81,Wet,True
137.0,33.3,25.2,21.2,0.8,0.94,Dry,False
90.2,39.2,21.3,24.9,4.2,0.76,Dry,False
182.5,31.9,16.9,22.0,0.5,0.91,Wet,True
106.9,42.6,25.0,15.7,4.4,0.57,Wet,True
162.7,29.6,22.5,18.0,2.9,0.62,Wet,True
184.3,26.8,10.8,16.1,2.5,0.95,Wet,True
173.6,43.2,28.8,20.3,4.6,0.87,Dry,False
198.5,41.5,14.5,19.4,5.1,0.83,Dry,True
51.7,36.5,6.7,20.0,7.5,0.70,Wet,True
188.3,42.7,17.7,19.1,7.3,0.70,Dry,True
94.8,33.8,18.2,23.5,7.9,0.91,Wet,True
104.9,33.9,29.9,22.5,5.4,0.89,Dry,True
144.0,43.3,0.8,24.4,1.6,0.66,Wet,False
53.5,38.9,15.3,22.9,2.4,0.70,Wet,True
144.4,40.4,14.7,20.9,2.1,0.72,Dry,True
78.1,40.4,1.6,18.4,7.5,0.71,Wet,True
144.9,36.4,26.2,21.1,7.5,0.94,Wet,True
81.1,30.6,8.1,19.8,7.5,0.69,Dry,False
99.1,37.5,0.3,23.8,3.3,0.86,Wet,True
91.9,26.0,29.9,24.1,8.3,0.81,Wet,True
119.7,36.3,13.4,22.2,4.5,0.82,Dry,False
116.8,41.2,11.0,23.5,6.3,0.74,Dry,True
115.2,41.2,13.1,15.8,1.1,0.84,Wet,True
176.2,36.8,6.3,22.8,3.2,0.54,Wet,True
113.7,37.7,5.4,20.1,3.4,0.81,Wet,True
171.1,39.4,6.0,21.3,3.4,0.70,Dry,True
136.3,34.8,23.0,15.5,1.3,0.81,Dry,False
154.6,33.0,10.9,21.5,6.3,0.55,Dry,False
155.2,41.4,28.1,24.9,9.1,0.82,Dry,False
144.6,29.7,14.5,20.3,3.2,0.89,Dry,True
100.3,34.5,16.0,19.1,1.3,0.68,Wet,True
66.4,31.2,4.4,18.6,7.2,0.82,Dry,True
150.8,40.9,16.6,21.3,9.0,0.86,Wet,True
118.3,25.3,19.5,15.9,1.1,0.82,Dry,True
116.3,25.7,25.2,16.9,7.1,0.93,Wet,True
125.8,28.4,26.0,16.9,6.0,0.73,Wet,True
143.9,30.5,11.0,24.2,1.4,0.95,Wet,True
120.3,28.4,11.3,17.3,6.7,0.84,Dry,True
56.9,44.8,21.1,19.7,9.1,0.96,Dry,False
84.3,35.6,9.1,20.6,9.3,0.76,Dry,True
150.4,26.6,10.2,21.6,1.5,0.51,Wet,True
106.8,35.6,3.2,16.3,9.5,0.72,Wet,True
103.1,43.9,26.2,18.3,0.9,0.64,Dry,False
67.9,28.7,17.3,16.6,6.4,0.55,Dry,True
97.7,31.6,0.5,24.0,1.4,0.65,Dry,True
162.3,25.6,10.3,23.9,7.4,0.63,Dry,False
145.2,37.6,1.8,17.3,9.7,0.68,Dry,True
80.1,38.2,16.7,20.4,9.8,0.55,Wet,False
190.9,32.8,8.9,18.8,0.0,0.91,Dry,True
68.4,41.6,9.9,15.5,1.9,0.79,Dry,True
59.6,32.8,1.1,23.1,7.5,0.58,Dry,True
106.6,34.3,19.3,17.6,2.4,0.58,Wet,True
109.8,42.2,11.0,18.9,3.5,0.84,Wet,True
127.1,39.9,13.2,20.3,2.6,0.62,Dry,True
108.5,26.8,12.9,19.0,2.3,0.72,Wet,True
63.5,25.9,18.8,20.6,1.9,0.86,Dry,True
149.2,28.9,9.1,16.2,0.2,0.83,Wet,True
175.8,33.7,20.3,21.8,1.6,0.58,Dry,False
197.4,28.9,25.6,21.5,6.8,0.59,Wet,False
187.1,34.8,0.7,20.2,3.8,0.70,Wet,True
79.9,44.9,18.1,19.8,8.2,0.83,Wet,True
101.2,38.5,18.7,21.5,9.0,0.71,Wet,True
116.2,41.2,23.0,19.1,1.1,0.70,Wet,False
195.6,36.2,10.1,19.1,1.1,0.83,Dry,True
142.8,44.9,25.3,15.9,8.2,0.71,Wet,True
94.0,35.7,9.7,24.9,1.2,0.94,Dry,True
153.7,25.3,14.2,21.5,6.9,0.68,Dry,False
160.4,37.6,18.5,19.4,8.4,0.74,Dry,False
113.2,38.7,22.3,24.8,3.4,0.76,Dry,False
113.3,42.9,18.5,16.5,7.6,0.95,Dry,True
182.7,43.7,28.7,21.0,1.0,0.79,Dry,False
88.4,44.2,11.0,17.9,6.0,0.94,Dry,True
189.7,26.9,0.4,24.3,6.9,0.95,Wet,True
139.9,41.4,10.3,15.5,6.6,0.61,Wet,True
148.7,35.6,8.2,16.7,3.1,1.00,Wet,True
118.0,31.7,24.4,20.5,2.5,0.52,Wet,False
75.2,42.5,23.1,15.3,2.7,0.51,Wet,True
72.4,44.3,3.8,18.4,8.5,0.94,Dry,True
162.5,39.9,12.4,21.7,7.6,0.68,Wet,True
57.3,29.4,26.5,15.3,5.4,0.61,Dry,False
110.5,43.7,12.0,18.1,0.2,0.87,Wet,True
186.7,29.3,13.0,21.1,3.2,0.84,Wet,True
106.3,40.3,26.3,21.7,9.4,0.99,Dry,False
172.2,31.7,13.7,15.2,9.9,0.92,Dry,True
52.9,32.0,0.7,19.8,6.7,0.62,Dry,False
63.8,29.0,2.0,21.6,8.2,0.90,Wet,True
99.1,35.0,9.9,16.0,2.7,0.75,Wet,True
50.2,28.5,28.4,24.5,7.2,0.76,Wet,True
74.4,41.4,20.3,15.7,4.4,0.74,Wet,False
172.1,35.1,16.3,20.7,3.1,0.85,Dry,True
95.3,29.2,0.6,22.4,5.1,0.85,Dry,True
61.7,43.6,14.0,20.4,1.1,0.84,Dry,True
159.7,35.7,4.3,17.3,5.3,0.86,Wet,True
157.2,43.3,7.9,17.7,4.3,0.68,Wet,False
191.9,36.4,12.0,21.3,1.0,0.87,Dry,True
179.2,42.2,12.5,22.3,4.6,0.72,Dry,True
173.4,35.7,26.4,16.5,0.6,0.86,Wet,False
148.3,25.4,19.0,23.5,8.4,0.86,Dry,False
58.8,25.2,6.1,18.4,5.5,0.54,Dry,True
62.6,30.0,6.0,22.9,0.3,0.84,Dry,True
57.4,29.2,10.7,16.8,5.4,0.84,Wet,True
96.1,37.3,3.9,24.7,4.1,1.00,Dry,True
93.6,43.1,23.6,15.1,8.4,0.60,Wet,True
102.9,44.7,8.7,16.3,8.7,0.58,Dry,True
143.6,25.2,6.9,15.4,3.1,0.92,Dry,True
163.6,44.6,15.0,20.8,9.2,0.64,Dry,True
90.6,40.0,8.1,18.1,4.6,0.97,Wet,True
108.4,28.3,9.4,24.3,8.0,0.94,Dry,False
101.2,25.9,27.0,15.2,7.2,0.87,Wet,False
102.7,27.8,24.5,23.0,4.7,0.90,Wet,True
139.8,30.8,23.2,21.9,7.9,0.52,Dry,False
111.7,39.6,26.1,19.3,7.3,0.74,Wet,True
95.5,27.6,25.4,16.8,0.8,0.68,Wet,True
69.6,44.2,26.7,19.0,8.2,0.95,Wet,True
81.8,42.3,28.5,22.4,0.6,0.52,Dry,False
195.8,39.9,24.1,22.3,3.5,0.98,Wet,True
65.6,36.6,21.3,23.4,3.3,0.81,Wet,True
130.5,39.7,19.6,19.1,2.2,0.64,Dry,True
125.7,33.6,21.8,16.1,5.1,0.88,Wet,True
74.6,31.4,6.0,17.8,1.0,0.63,Wet,False
137.5,42.4,17.8,24.2,5.1,0.57,Wet,True
182.6,34.4,13.9,24.1,2.3,0.55,Wet,False
125.8,36.8,1.4,19.3,1.8,0.81,Wet,True
179.8,41.5,0.7,22.2,5.5,0.56,Dry,True
53.2,38.6,22.8,21.5,9.5,0.63,Dry,True
109.9,41.4,1.0,22.6,5.8,0.53,Dry,True
122.1,43.6,13.6,15.6,6.6,0.54,Dry,True
63.7,42.1,27.5,16.7,4.3,0.64,Dry,False
81.6,29.3,8.7,18.7,3.3,0.51,Wet,True
190.3,32.6,5.7,24.5,6.9,0.65,Wet,True
146.6,33.0,4.1,23.7,3.7,0.81,Dry,True
97.9,39.7,23.7,20.9,7.7,0.53,Dry,False
96.0,42.2,13.9,20.7,9.5,0.73,Dry,True
154.1,31.6,16.7,22.5,8.3,0.69,Dry,True
167.9,35.5,20.5,16.9,6.8,0.89,Wet,True
64.1,33.7,23.1,16.0,6.1,0.64,Dry,False
198.4,42.6,13.1,22.4,1.8,0.89,Dry,True
188.0,42.8,13.9,19.0,8.5,0.88,Dry,True
131.0,44.3,13.9,20.1,0.0,0.75,Wet,True
141.8,27.1,4.1,16.9,1.6,0.73,Dry,True
135.6,26.6,18.7,20.4,5.3,0.90,Wet,True
78.7,35.5,16.0,22.1,7.4,0.78,Wet,True
154.4,34.4,24.7,15.2,9.8,0.52,Wet,True
149.6,34.5,18.1,15.1,1.8,0.83,Dry,True
80.8,29.0,24.9,23.3,6.4,0.96,Dry,False
60.5,39.6,10.6,24.6,7.3,0.83,Wet,True
71.3,25.7,21.2,19.3,7.2,0.73,Dry,False
87.7,39.2,7.3,17.4,3.3,0.91,Dry,True
154.8,44.1,19.2,22.1,3.7,0.59,Dry,True
73.4,43.5,27.3,16.5,3.7,0.88,Dry,False
63.9,40.8,8.9,20.0,3.9,0.94,Dry,True
170.9,27.7,19.6,22.4,4.3,0.51,Wet,True
137.2,39.3,2.2,23.6,5.5,0.53,Dry,True
57.2,43.5,26.2,16.8,2.5,0.64,Dry,False
190.1,36.6,1.5,21.8,6.1,0.60,Wet,True
76.2,40.1,15.4,20.5,8.6,0.97,Wet,True
119.9,31.8,19.3,23.6,5.3,0.60,Wet,True
96.3,35.4,0.8,19.7,5.2,0.63,Wet,True
99.5,40.8,6.7,23.8,8.7,0.83,Wet,True
106.9,38.5,1.8,18.0,10.0,0.87,Dry,False
179.8,39.0,25.4,22.0,9.5,0.83,Dry,False
62.5,39.3,18.1,19.1,4.1,0.80,Dry,True
185.8,39.5,6.8,16.3,1.7,0.57,Wet,False
160.2,30.0,4.2,20.1,8.3,0.55,Wet,False
161.8,36.5,22.3,22.4,7.2,0.70,Wet,True
143.1,26.5,12.6,18.7,3.0,0.62,Dry,True
151.5,39.1,22.5,21.3,4.5,0.56,Dry,False
172.9,37.1,2.2,23.3,9.0,0.61,Dry,True
51.6,43.1,22.0,24.6,2.0,0.73,Dry,False
123.2,28.9,21.3,21.6,3.7,0.72,Wet,True
64.0,39.8,25.5,20.8,4.8,0.54,Wet,True
179.3,32.0,29.5,17.0,3.2,0.78,Wet,True
121.3,29.1,17.0,24.8,3.1,0.99,Wet,True
176.1,26.0,9.2,17.0,6.5,0.78,Wet,True
156.2,26.3,6.4,23.1,7.6,0.83,Dry,False
193.2,41.5,24.8,21.6,7.3,0.85,Dry,False
144.4,44.6,7.0,19.7,6.4,0.90,Wet,True
160.4,32.9,1.9,15.9,6.9,0.91,Wet,True
62.0,44.5,12.6,19.8,2.7,0.90,Wet,True
130.8,44.3,16.6,15.2,4.9,0.62,Wet,True
143.6,32.4,0.3,21.1,3.9,0.90,Dry,True
110.6,38.7,14.3,15.6,5.5,0.62,Dry,True
64.0,33.9,3.9,20.0,2.9,0.95,Wet,False
74.9,40.8,6.3,18.9,6.2,0.70,Dry,False
79.2,25.1,28.0,19.8,7.5,0.65,Dry,False
126.5,38.4,19.2,24.5,1.8,0.50,Wet,True
147.5,29.0,10.5,15.4,4.3,0.82,Dry,True
110.4,42.0,7.4,21.5,8.8,0.55,Dry,True
64.5,41.4,21.0,17.5,5.9,0.56,Dry,False
108.2,39.5,15.8,16.6,4.0,0.67,Dry,True
126.1,26.9,23.8,20.0,6.6,0.75,Dry,False
70.5,30.3,15.3,18.7,0.5,0.60,Wet,False
59.4,39.2,22.4,20.4,8.3,0.92,Wet,True
185.2,25.0,18.2,22.7,10.0,0.94,Wet,True
180.9,35.2,10.4,18.2,6.2,0.74,Wet,True
76.8,39.5,5.9,24.2,3.0,0.56,Wet,True
192.2,41.3,11.2,20.6,3.2,0.69,Wet,True
159.2,29.3,22.3,20.0,1.1,0.72,Wet,False
173.1,36.3,10.5,17.6,3.5,0.52,Dry,True
77.2,32.4,5.0,17.4,4.6,0.61,Wet,False
50.4,35.5,4.9,23.3,3.8,0.54,Dry,True
58.5,25.4,7.5,16.9,3.0,0.70,Dry,True
112.2,31.0,18.0,17.6,7.5,0.70,Dry,True
109.3,25.1,29.8,22.1,8.1,0.54,Wet,True
163.8,38.4,24.3,21.7,6.4,0.60,Dry,False
128.3,26.8,25.8,24.3,0.2,0.91,Dry,True
142.4,28.7,19.4,23.2,8.3,0.81,Dry,True
151.4,26.4,23.4,23.1,3.8,0.61,Dry,False
68.7,40.0,9.4,15.6,8.4,0.83,Wet,True
115.8,40.8,11.8,23.9,1.8,0.65,Dry,True
182.1,35.5,15.9,15.0,4.4,0.67,Dry,True
105.5,39.5,23.2,15.7,3.8,0.63,Wet,True
86.6,37.8,2.0,24.5,2.4,0.57,Wet,False
57.2,43.6,23.0,15.8,7.1,0.57,Dry,False
129.5,39.7,13.7,16.0,3.9,0.84,Dry,True
52.5,36.2,2.9,25.0,8.2,0.94,Wet,True
183.4,28.0,13.0,15.8,2.2,0.79,Wet,True
181.6,27.8,26.9,24.5,5.4,0.66,Wet,True
97.8,42.9,5.9,18.6,7.6,0.82,Wet,True
165.2,33.4,14.1,15.8,4.4,0.97,Dry,True
167.1,29.7,2.3,23.2,5.1,0.64,Wet,True
55.7,35.7,22.4,20.8,9.7,0.54,Wet,False
59.4,34.1,13.3,19.0,4.0,0.76,Dry,False
130.4,38.2,21.6,15.8,2.1,0.62,Dry,False
137.3,36.3,5.2,17.2,8.5,0.68,Wet,True
73.5,30.6,20.5,16.1,4.0,0.82,Wet,True
174.2,40.7,4.2,19.5,2.9,0.89,Wet,True
195.3,25.7,25.7,21.2,7.9,0.77,Wet,True
90.0,31.9,23.5,16.4,4.6,0.99,Wet,False
142.1,37.4,16.3,21.0,9.1,0.82,Wet,False
196.4,40.0,22.5,20.9,5.3,0.75,Wet,True
85.1,35.3,27.1,23.2,0.5,0.95,Dry,False
99.6,30.8,1.0,18.2,8.2,0.60,Dry,True
77.6,42.5,13.5,20.0,8.3,0.70,Dry,True
132.8,41.1,17.8,21.6,5.7,0.96,Dry,True
154.1,38.5,23.3,20.2,6.9,0.90,Wet,True
158.0,29.4,1.8,21.1,0.3,0.74,Wet,False
71.6,44.2,24.7,23.9,10.0,0.97,Dry,False
64.1,33.1,4.8,19.5,8.0,0.91,Dry,True
191.4,28.4,19.8,18.5,0.1,0.64,Wet,True
89.0,38.6,17.3,23.9,9.8,0.92,Dry,True
176.3,43.4,8.2,21.6,7.4,0.86,Dry,True
89.8,40.9,19.1,21.4,1.3,0.76,Wet,False
167.7,31.1,9.5,22.9,1.2,0.59,Wet,True
118.1,44.0,23.5,16.5,5.0,0.91,Dry,False
147.3,28.7,7.1,16.2,6.3,0.98,Dry,True
144.3,30.4,3.5,16.4,3.0,0.85,Wet,True
141.9,36.1,26.7,18.5,4.8,1.00,Wet,True
150.1,31.0,13.1,24.4,3.4,0.87,Wet,False
81.2,38.2,10.7,20.3,4.0,0.58,Wet,True
150.2,31.0,7.2,20.2,9.5,0.51,Dry,False
97.3,39.3,17.1,19.4,5.8,0.75,Wet,True
182.0,44.9,0.8,18.1,8.8,0.55,Wet,True
127.0,36.6,0.7,21.3,5.2,0.87,Wet,True
195.1,40.9,23.7,23.6,7.8,0.95,Dry,False
100.4,25.7,29.4,20.1,1.9,0.86,Wet,True
54.1,44.5,10.6,16.2,3.3,0.90,Wet,True
173.2,32.5,25.3,17.9,6.1,0.93,Wet,True
175.7,40.7,25.1,23.1,5.9,0.51,Wet,True
119.6,36.9,27.8,18.1,0.9,0.51,Dry,False
85.0,41.5,2.2,21.2,0.1,0.77,Wet,False
52.0,42.1,29.7,21.1,8.0,0.63,Wet,True
135.0,43.9,2.6,17.9,7.4,0.78,Wet,True
77.2,42.4,7.9,17.6,0.5,0.61,Wet,True
195.8,42.8,25.5,21.5,5.1,0.56,Wet,True
182.0,40.6,13.5,21.0,4.2,0.55,Wet,False
157.6,30.8,7.8,17.9,6.8,0.90,Wet,True
139.2,37.6,13.2,24.9,7.7,0.58,Wet,True
138.0,29.3,19.5,16.5,7.6,0.92,Dry,True
50.0,43.2,26.5,19.4,9.1,0.97,Wet,True
108.2,30.3,24.6,18.8,5.4,0.70,Dry,False
80.7,41.0,24.8,23.7,4.0,0.88,Dry,False
71.3,35.6,7.7,23.5,1.3,0.80,Dry,True
109.9,41.7,0.8,16.8,1.5,0.60,Dry,True
148.2,35.9,27.5,15.6,3.7,0.58,Dry,False
180.6,36.3,19.3,17.2,6.6,0.75,Dry,True
132.3,36.8,7.7,17.8,2.3,0.97,Dry,True
92.6,40.4,7.6,21.0,6.3,0.89,Dry,True
117.7,34.8,13.0,18.0,0.8,0.80,Wet,True
108.9,38.3,9.6,18.2,8.2,0.67,Wet,False
76.5,36.2,7.5,18.8,0.4,0.66,Dry,False
193.6,40.7,1.5,16.8,2.8,0.53,Dry,True
86.5,39.8,19.9,16.7,2.4,0.80,Dry,True
127.9,34.7,16.8,17.5,4.7,0.64,Dry,True
189.2,33.0,22.2,23.6,5.0,0.54,Wet,False
176.0,44.6,0.6,17.7,3.5,0.55,Wet,True
171.7,34.9,21.0,19.3,7.8,0.90,Dry,False
92.8,27.3,16.0,18.9,6.8,0.68,Wet,True
85.6,39.3,12.6,19.9,5.9,0.65,Dry,True
154.1,25.5,20.9,22.5,4.9,0.79,Dry,False
167.7,25.5,13.3,21.5,6.6,0.60,Dry,False
190.3,29.6,1.5,22.3,6.6,0.60,Wet,True
117.0,44.8,21.8,20.4,2.9,0.78,Dry,False
128.0,42.3,0.2,20.8,2.7,0.89,Dry,False
160.0,39.0,25.1,23.3,1.4,0.73,Wet,True
177.4,39.6,8.1,23.1,4.8,0.90,Dry,True
106.8,35.4,3.1,18.6,9.9,0.77,Dry,True
51.0,41.8,18.0,20.6,5.6,0.51,Dry,True
125.8,34.3,2.2,23.2,0.3,0.57,Dry,True
99.7,42.7,1.4,21.2,6.5,0.64,Dry,True
119.1,34.3,2.1,17.3,8.6,0.97,Dry,True
170.3,33.1,19.9,24.5,6.5,0.65,Dry,True
141.0,44.6,13.6,19.4,3.5,0.89,Dry,True
81.7,39.3,23.7,16.5,8.3,0.76,Wet,True
79.7,42.0,4.8,17.2,9.9,0.66,Dry,True
158.4,32.3,23.1,15.3,8.2,0.79,Wet,True
74.9,43.7,7.4,23.7,2.3,0.97,Dry,True
148.7,26.9,22.7,20.0,1.2,0.68,Wet,True
143.0,26.7,22.6,22.4,3.0,0.80,Dry,True
164.4,29.0,7.5,24.7,7.7,0.58,Wet,False
118.9,34.6,14.7,23.2,9.1,0.91,Dry,True
73.5,35.2,25.1,16.2,6.9,0.75,Dry,False
72.9,25.3,23.6,23.0,7.6,0.72,Dry,False
69.2,43.4,25.7,24.9,7.4,0.71,Dry,False
189.1,39.0,1.8,18.8,8.9,0.75,Dry,True
119.1,25.9,26.3,17.9,6.9,0.87,Wet,True
166.9,30.2,2.4,21.4,1.6,0.95,Dry,True
123.6,40.5,15.1,22.1,9.7,0.93,Dry,True
69.7,34.7,24.3,21.0,4.4,0.98,Dry,False
82.1,35.1,19.5,18.4,9.3,0.53,Wet,True
149.9,29.5,20.2,23.5,7.6,0.54,Dry,False
95.2,32.0,23.9,18.1,0.9,0.58,Wet,True
112.8,36.0,7.0,21.4,2.4,0.62,Dry,True
63.3,40.0,29.8,20.5,1.1,0.88,Wet,True
88.1,25.5,21.4,24.7,8.7,0.95,Wet,True
98.0,40.3,25.4,21.7,3.5,0.76,Wet,True
149.9,39.6,22.3,22.4,2.2,0.98,Wet,False
71.0,41.0,24.1,19.3,2.6,0.91,Dry,False
135.2,33.3,4.2,17.6,0.1,0.79,Wet,True
179.6,34.6,9.3,22.2,7.2,0.62,Dry,True
77.7,38.5,4.2,16.4,3.0,0.80,Dry,True
107.1,29.7,4.1,20.3,4.0,0.90,Dry,True
186.5,39.3,2.4,20.1,7.5,0.80,Dry,True
142.9,30.0,0.7,19.4,4.0,0.72,Wet,True
173.4,30.5,27.5,16.3,8.7,0.58,Dry,False
88.5,35.4,28.8,16.5,1.7,0.93,Dry,False
176.3,30.6,23.7,15.1,9.9,0.86,Dry,False
175.7,27.6,28.2,23.1,3.6,0.67,Wet,True
89.2,44.6,12.2,18.9,2.7,0.68,Dry,True
100.2,36.9,14.4,15.7,0.6,0.57,Wet,False
89.1,32.4,25.8,18.7,6.2,0.86,Wet,False
69.4,25.2,10.7,15.8,6.7,0.93,Wet,False
178.2,30.4,23.7,16.7,6.9,0.74,Dry,False
79.2,28.8,26.2,23.2,0.4,0.53,Dry,False
165.9,36.0,10.2,15.3,6.3,0.88,Wet,True
159.9,27.5,11.6,21.5,6.3,0.59,Dry,True
163.3,38.9,23.9,20.2,3.8,0.90,Wet,True
101.5,41.1,19.0,16.2,3.1,0.85,Dry,False
100.5,40.9,7.8,21.2,5.3,0.75,Wet,True
198.1,25.7,23.1,17.9,9.8,0.55,Dry,False
173.0,31.7,27.4,15.8,9.7,0.56,Dry,False
142.2,28.2,11.8,20.0,1.1,0.96,Wet,True
100.9,32.7,25.8,21.5,5.9,0.80,Wet,True
85.2,42.9,27.7,23.9,6.4,0.50,Dry,False
157.2,34.3,27.3,23.9,5.2,0.72,Dry,False
57.3,26.8,19.7,23.2,6.9,0.54,Dry,False
163.4,34.9,15.1,19.3,1.3,0.72,Dry,True
122.1,42.5,1.6,17.9,6.7,0.76,Dry,True
184.2,28.2,1.5,17.6,6.3,0.98,Wet,True
68.5,36.9,22.2,18.3,1.8,0.64,Dry,True
144.7,40.8,1.6,15.5,8.9,0.52,Wet,True
181.2,27.3,16.8,19.8,1.4,0.66,Wet,True
157.1,42.0,4.6,18.1,3.5,0.92,Dry,True
65.0,35.8,29.2,20.2,3.8,0.94,Dry,False
185.7,26.8,5.2,15.2,7.6,0.72,Dry,True
199.1,38.3,10.6,18.6,4.0,0.91,Wet,True
52.8,45.0,8.1,24.1,5.1,0.86,Wet,True
174.1,30.2,0.8,19.0,0.4,0.74,Wet,True
57.2,28.5,3.9,19.7,9.0,0.68,Dry,True
125.2,42.8,18.7,20.9,8.5,0.89,Dry,True
183.5,41.4,0.8,17.1,3.5,0.65,Wet,True
162.7,39.1,21.9,19.7,1.3,0.68,Dry,False
108.0,38.5,18.3,19.1,0.6,0.51,Wet,False
73.2,40.5,26.5,20.4,3.8,0.63,Dry,False
152.5,32.5,26.1,20.7,7.1,0.96,Dry,False
105.9,43.2,24.2,20.0,9.8,0.58,Wet,True
164.3,43.7,14.9,17.8,4.0,0.69,Wet,True
85.0,36.4,5.0,21.7,6.4,0.59,Wet,True
164.0,40.2,21.6,24.3,7.3,0.88,Wet,False
189.9,44.3,3.2,23.5,6.7,0.86,Wet,True
83.1,41.3,7.3,18.4,0.4,0.56,Wet,True
57.9,36.7,13.5,16.8,1.0,0.68,Dry,True
167.0,31.8,1.7,23.6,7.8,0.83,Dry,True
99.7,26.8,27.2,16.1,5.5,0.52,Wet,False
69.7,34.5,17.8,16.2,3.1,0.89,Dry,True
136.0,27.8,28.6,15.3,7.2,0.99,Wet,True
92.0,29.2,5.3,19.1,3.1,0.86,Wet,True
95.3,41.9,21.6,15.8,7.7,0.52,Dry,False
60.7,41.1,27.3,18.8,4.3,0.99,Dry,False
85.1,26.5,3.7,20.9,5.0,0.52,Wet,True
177.0,26.6,17.2,16.4,7.9,0.90,Wet,True
141.7,25.2,29.0,16.2,5.2,0.93,Dry,False
63.6,34.3,22.6,22.5,0.5,0.96,Dry,False
94.1,35.9,22.5,22.3,8.6,0.51,Dry,False
150.2,37.2,21.4,15.7,9.8,0.80,Wet,True
191.4,33.2,1.2,20.4,3.3,0.94,Dry,False
165.1,30.8,0.5,23.4,3.3,0.50,Wet,True
117.8,31.7,5.3,17.4,6.5,0.56,Wet,False
163.5,44.4,21.7,17.8,8.1,0.78,Dry,False
67.0,41.6,15.0,18.0,8.0,1.00,Dry,False
64.4,25.8,8.1,18.5,1.0,0.92,Wet,True
124.1,41.4,7.5,20.2,7.8,0.80,Dry,True
50.3,44.4,23.5,20.7,0.9,0.83,Dry,False
179.6,34.5,8.5,21.9,6.9,0.87,Dry,True
61.0,32.0,15.0,18.8,0.3,0.58,Wet,True
123.5,39.0,6.1,15.2,9.5,0.68,Dry,True
169.8,30.1,11.0,18.9,7.2,0.97,Wet,True
60.9,31.6,25.3,17.4,9.7,0.53,Wet,True
198.8,40.2,20.3,21.7,6.4,0.87,Dry,False
100.4,33.5,2.2,20.2,2.9,0.89,Dry,True
192.1,33.2,5.2,16.4,8.0,0.87,Dry,True
178.4,28.0,16.7,20.2,2.8,0.73,Dry,True
65.9,43.8,8.8,19.9,1.0,0.58,Wet,True
146.4,31.7,2.1,23.5,6.2,0.61,Dry,True
123.8,38.4,26.8,21.9,7.4,0.71,Dry,False
62.2,25.8,28.9,18.2,9.1,0.94,Dry,False
60.0,42.2,25.4,24.7,9.5,0.87,Dry,False
63.3,38.8,27.8,22.3,8.1,0.94,Dry,False
113.3,41.0,24.8,16.1,6.7,0.63,Dry,False
105.6,41.2,5.3,17.9,6.4,0.74,Dry,True
54.2,36.8,1.0,15.7,5.7,0.59,Wet,True
181.6,25.3,16.2,21.7,0.8,0.66,Wet,True
59.2,28.6,4.9,18.4,0.8,0.65,Dry,False
138.4,41.2,3.2,18.9,4.3,0.56,Dry,True
178.4,30.5,1.1,23.6,7.1,0.60,Wet,True
80.0,25.5,22.1,19.7,7.9,0.99,Wet,True
154.1,33.6,13.6,21.1,8.1,0.97,Dry,True
143.8,33.5,3.4,24.1,9.9,0.96,Dry,True
69.7,30.0,3.6,21.6,5.4,0.82,Dry,True
109.8,31.2,19.9,20.8,9.3,0.52,Wet,True
69.4,28.2,11.6,20.1,2.0,0.56,Wet,True
158.0,41.7,7.6,16.9,1.3,0.80,Wet,True
190.3,40.6,4.9,16.1,3.6,0.60,Dry,True
58.9,37.9,3.0,23.7,9.9,0.82,Wet,True
186.8,41.4,1.6,24.3,2.6,0.71,Wet,True
149.2,30.7,15.6,23.6,5.0,0.66,Wet,True
96.8,34.6,13.6,22.2,3.1,0.83,Dry,True
52.2,34.1,23.6,18.6,4.4,0.55,Dry,False
183.9,35.0,22.1,15.7,5.7,0.88,Wet,True
151.8,41.5,6.2,24.1,3.0,0.52,Wet,True
103.8,43.0,23.6,22.5,1.4,0.60,Dry,False
131.9,25.3,22.7,18.9,7.8,0.89,Dry,False
98.3,32.3,24.7,16.4,9.7,0.63,Wet,True
61.5,39.3,28.2,23.8,7.6,0.91,Wet,True
124.3,35.7,25.6,15.4,0.6,0.55,Wet,True
